"",customerid,churn_probability
4333,9817-APLHW,0.120446
4334,8380-MQINP,0.003221
4335,0840-DFEZH,0.704844
4336,8690-ZVLCL,0.004656
4337,1125-SNVCK,0.169789
4338,0384-LPITE,0.072054
4339,4616-EWBNJ,0.040132
4340,1335-HQMKX,0.119172
4341,2545-EBUPK,0.757468
4342,6923-AQONU,0.006203
4343,2172-EJXVF,0.217596
4344,4536-PLEQY,0.647424
4345,7029-IJEJK,0.052782
4346,8871-JLMHM,0.124218
4347,5447-VYTKW,0.141661
4348,3623-FQBOX,0.089187
4349,8659-HDIYE,0.071593
4350,3474-BAFSJ,0.052151
4351,3865-ZFZIB,0.016652
4352,1855-AGAWH,0.336011
4353,7109-CQYUZ,0.022172
4354,1370-GGAWX,0.253351
4355,4680-KUTAJ,0.327564
4356,5307-UVGNB,0.075990
4357,2883-ILGWO,0.432900
4358,3642-BYHDO,0.002859
4359,9629-NHXFW,0.197034
4360,2696-RZVZW,0.003963
4361,5766-FTRTS,0.008759
4362,0396-HUJBP,0.237990
4363,8879-ZKJOF,0.078386
4364,6285-FTQBF,0.002865
4365,1474-JUWSM,0.069540
4366,3530-CRZSB,0.155599
4367,8498-XXGWA,0.124647
4368,9617-INGJY,0.675530
4369,0621-TSSMU,0.015562
4370,7234-KMNRQ,0.164854
4371,7636-PEPNS,0.004917
4372,4683-WYDOU,0.208901
4373,9052-DHNKM,0.082919
4374,6794-HKIAJ,0.217240
4375,5578-NKCXI,0.011743
4376,1642-HMARX,0.025280
4377,3096-WPXBT,0.018338
4378,8434-PNQZX,0.058818
4379,5950-AAAGJ,0.405492
4380,4299-OPXEJ,0.005845
4381,9618-LFJRU,0.154530
4382,6693-DJWTY,0.043364
4383,0744-GKNGE,0.141327
4384,6447-EGDIV,0.024550
4385,1167-OYZJF,0.005420
4386,4806-DXQCE,0.157673
4387,4854-SSLTN,0.014353
4388,5294-DMSFH,0.109286
4389,4837-PZTIC,0.021418
4390,0603-OLQDC,0.158409
4391,3272-VUHPV,0.176150
4392,4176-FXYBO,0.408087
4393,1063-DHQJF,0.007944
4394,8663-UPDGF,0.174523
4395,6719-FGEDO,0.026020
4396,1837-YQUCE,0.023004
4397,0369-ZGOVK,0.050385
4398,9919-KNPOO,0.624115
4399,7872-BAAZR,0.013489
4400,9391-LMANN,0.013443
4401,8174-TBVCF,0.017530
4402,1698-XFZCI,0.275077
4403,1877-HKBQX,0.080435
4404,4450-DLLMH,0.651069
4405,0428-AXXLJ,0.039275
4406,2746-DIJLO,0.106167
4407,3508-VLHCZ,0.005437
4408,4086-ATNFV,0.050389
4409,0468-YRPXN,0.415267
4410,5996-NRVXR,0.133586
4411,3739-YBWAB,0.049977
4412,7047-FWEYA,0.262161
4413,2000-MPKCA,0.287264
4414,9762-YAQAA,0.165068
4415,5473-KHBPS,0.029589
4416,0100-DUVFC,0.239535
4417,5397-TUPSH,0.164421
4418,8950-MTZNV,0.537165
4419,0326-VDYXE,0.132926
4420,6773-LQTVT,0.145150
4421,0436-TWFFZ,0.025565
4422,8566-YPRGL,0.287569
4423,6609-MXJHJ,0.007790
4424,2669-OIDSD,0.389233
4425,8400-WZICQ,0.105227
4426,9576-SYUHJ,0.443149
4427,0410-IPFTY,0.465590
4428,2831-EBWRN,0.554672
4429,9430-NKQLY,0.003029
4430,0247-SLUJI,0.175314
4431,9402-ORRAH,0.578118
4432,6483-OATDN,0.153639
4433,1293-HHSHJ,0.022107
4434,4840-ORQXB,0.359630
4435,3982-DQLUS,0.200301
4436,8610-ZIKJJ,0.218224
4437,3756-VNWDH,0.179594
4438,7801-KICAO,0.565599
4439,7673-LPRNY,0.160744
4440,6060-QBMGV,0.003541
4441,7339-POGZN,0.520492
4442,2828-SLQPF,0.286114
4443,4465-VDKIQ,0.426061
4444,2921-XWDJH,0.405419
4445,2558-BUOZZ,0.100504
4446,9257-AZMTZ,0.003390
4447,0003-MKNFE,0.324787
4448,0975-UYDTX,0.109809
4449,4682-BLBUC,0.122347
4450,0975-VOOVL,0.523303
4451,5968-VXZLG,0.537160
4452,5201-FRKKS,0.291430
4453,9799-CAYJJ,0.748048
4454,5443-SCMKX,0.244330
4455,8295-KMENE,0.016225
4456,6738-ISCBM,0.107090
4457,9821-BESNZ,0.266006
4458,3678-MNGZX,0.002905
4459,1335-NTIUC,0.430760
4460,2916-BQZLN,0.427044
4461,4558-CGYCZ,0.164924
4462,2368-GAKKQ,0.054281
4463,8710-YGLWG,0.537169
4464,3199-XGZCY,0.698897
4465,3785-KTYSH,0.005446
4466,6814-ZPWFQ,0.018979
4467,4063-EIKNQ,0.052108
4468,6993-YCOBK,0.020761
4469,5206-HPJKM,0.194345
4470,8393-JMVMB,0.240107
4471,5019-GQVCR,0.504580
4472,6036-TTFYU,0.093177
4473,2550-AEVRU,0.042267
4474,0969-RGKCU,0.014507
4475,0378-CJKPV,0.038298
4476,2880-FPNAE,0.746709
4477,1703-MGIAB,0.355301
4478,4311-QTTAI,0.034612
4479,4318-RAJVY,0.068465
4480,3612-YUNGG,0.014290
4481,2254-DLXRI,0.683476
4482,5062-CJJKH,0.013840
4483,9028-LIHRP,0.003193
4484,1053-MXTTK,0.008885
4485,1530-ZTDOZ,0.107426
4486,1301-LOPVR,0.056400
4487,0853-TWRVK,0.112054
4488,6212-ATMLK,0.494404
4489,8200-LGKSR,0.024465
4490,1568-BEKZM,0.012163
4491,0670-ANMUU,0.019690
4492,6897-RWMUB,0.004645
4493,6999-CHVCF,0.088120
4494,6134-KWTBV,0.004402
4495,1077-HUUJM,0.399331
4496,0895-LNKRC,0.026675
4497,2045-BMBTJ,0.217676
4498,8417-GSODA,0.056830
4499,5171-EPLKN,0.010151
4500,4452-QIIEB,0.287685
4501,6741-EGCBI,0.374818
4502,7820-ZYGNY,0.146035
4503,9677-AVKED,0.013502
4504,2227-JRSJX,0.453848
4505,9847-HNVGP,0.036677
4506,6696-YDAYZ,0.007848
4507,8980-WQFWL,0.273218
4508,1730-ZMAME,0.498673
4509,6506-EYCNH,0.043944
4510,4634-JLRJT,0.287522
4511,9501-UKKNL,0.113719
4512,2560-QTSBS,0.040040
4513,4795-WRNVT,0.136014
4514,6080-TCMYC,0.354322
4515,7860-UXCRM,0.003747
4516,6357-JJPQT,0.716138
4517,2292-XQWSV,0.013734
4518,9552-TGUZV,0.443972
4519,5913-INRQV,0.123901
4520,9643-YBLUR,0.383120
4521,8734-FNWVH,0.125445
4522,9447-YPTBX,0.021446
4523,9026-LHEVG,0.387825
4524,7011-CVEUC,0.455893
4525,6185-TASNN,0.539050
4526,7925-PNRGI,0.109270
4527,1552-CZCLL,0.030438
4528,3038-PQIUY,0.130954
4529,9313-CDOGY,0.035373
4530,8148-BPLZQ,0.234708
4531,2623-DRYAM,0.135402
4532,9987-LUTYD,0.053447
4533,4488-KQFDT,0.309047
4534,5693-PIPCS,0.166352
4535,0491-KAPQG,0.548758
4536,1925-LFCZZ,0.127944
4537,8039-EQPIM,0.020711
4538,8707-RMEZH,0.076820
4539,3209-ZPKFI,0.149432
4540,6479-VDGRK,0.004264
4541,9373-WSLOY,0.238399
4542,3569-JFODW,0.004484
4543,9819-FBNSV,0.433102
4544,9544-PYPSJ,0.314664
4545,1591-XWLGB,0.003492
4546,0396-UKGAI,0.161888
4547,3243-ZHOHY,0.038691
4548,5186-EJEGL,0.240296
4549,7527-QNRUS,0.012462
4550,2203-GHNWN,0.543610
4551,3878-AVSOQ,0.729202
4552,3258-SYSWS,0.041222
4553,5296-PSYVW,0.004394
4554,6319-QSUSR,0.090811
4555,0512-FLFDW,0.245189
4556,0487-CRLZF,0.051285
4557,2107-FBPTK,0.591150
4558,9451-WLYRI,0.016151
4559,8219-VYBVI,0.004089
4560,1991-VOPLL,0.147802
4561,9738-QLWTP,0.171887
4562,1016-DJTSV,0.700906
4563,9419-IPPBE,0.052072
4564,0174-QRVVY,0.002881
4565,5699-BNCAS,0.004834
4566,2900-PHPLN,0.004596
4567,8106-GWQOK,0.042167
4568,8751-EDEKA,0.393607
4569,6878-GGDWG,0.059039
4570,4039-PIMHX,0.039208
4571,8450-LUGUK,0.006234
4572,3604-WLABM,0.332308
4573,0795-GMVQO,0.227672
4574,2259-OUUSZ,0.167742
4575,1142-IHLOO,0.162100
4576,4633-MKHYU,0.687591
4577,6257-RJOHI,0.377943
4578,1545-JFUML,0.046154
4579,7826-VVKWT,0.085543
4580,1353-GHZOS,0.095664
4581,2587-EKXTS,0.461157
4582,5442-BXVND,0.037905
4583,9753-OYLBX,0.242263
4584,2364-UFROM,0.066970
4585,6656-JWRQX,0.409325
4586,6473-ULUHT,0.145074
4587,7688-AWMDX,0.015225
4588,2842-BCQGE,0.396922
4589,7244-QWYHG,0.068285
4590,5312-UXESG,0.359687
4591,2150-WLKUW,0.114888
4592,7159-FVYPK,0.130938
4593,7032-LMBHI,0.069372
4594,6088-BXMRG,0.408323
4595,4821-SJHJV,0.306164
4596,7346-MEDWM,0.393272
4597,1137-DGOWI,0.119488
4598,3812-LRZIR,0.007629
4599,9483-GCPWE,0.021898
4600,4227-OJHAL,0.043461
4601,9220-CXRSC,0.013232
4602,4993-JCRGJ,0.470248
4603,9537-JALFH,0.002884
4604,6698-OXETB,0.024313
4605,2103-ZRXFN,0.499467
4606,3724-BSCVH,0.024078
4607,4877-TSOFF,0.046288
4608,9209-NWPGU,0.056663
4609,7306-YDSOI,0.004246
4610,5288-AHOUP,0.711523
4611,0655-YDGFJ,0.207106
4612,8468-EHYJA,0.436188
4613,6823-SIDFQ,0.023788
4614,1097-FSPVW,0.127334
4615,8328-SKJNO,0.022171
4616,7010-ZMVBF,0.044278
4617,5201-CBWYG,0.013228
4618,6352-GIGGQ,0.058796
4619,3635-QQRQD,0.004408
4620,2897-DOVND,0.701417
4621,3082-YVEKW,0.026900
4622,0191-EQUUH,0.018689
4623,7134-HBPBS,0.073284
4624,3489-HHPFY,0.848270
4625,2926-JEJJC,0.076543
4626,4950-BDEUX,0.276666
4627,5789-LDFXO,0.039448
4628,0508-OOLTO,0.452252
4629,2984-TBYKU,0.007588
4630,9822-WMWVG,0.207360
4631,9040-KZVWO,0.193479
4632,1548-ARAGG,0.220081
4633,6339-RZCBJ,0.037242
4634,4415-WNGVR,0.171771
4635,2522-AHJXR,0.278045
4636,0412-UCCNP,0.022192
4637,1816-FLZDK,0.406090
4638,7096-UCLNH,0.240082
4639,4615-PIVVU,0.038650
4640,8885-QSQBX,0.340912
4641,8617-ENBDS,0.648689
4642,9385-NXKDA,0.015832
4643,0430-IHCDJ,0.357269
4644,6674-KVJHG,0.064706
4645,1814-DKOLC,0.177251
4646,9351-HXDMR,0.058488
4647,3537-HPKQT,0.374949
4648,2129-ALKBS,0.041724
4649,5821-MMEIL,0.005054
4650,1309-XGFSN,0.026290
4651,6968-URWQU,0.119088
4652,4742-TXUEX,0.003616
4653,9631-XEYKE,0.493950
4654,1335-MXCSE,0.002881
4655,8873-TMKGR,0.025125
4656,8800-JOOCF,0.532888
4657,1469-LBJQJ,0.479074
4658,0064-YIJGF,0.363384
4659,2386-OWURY,0.377024
4660,0310-VQXAM,0.146542
4661,3453-RTHJQ,0.685363
4662,6278-FEPBZ,0.148321
4663,4280-DLSHD,0.358645
4664,1508-DFXCU,0.677693
4665,7868-BGSZA,0.125469
4666,2800-QQUSO,0.493742
4667,7973-DZRKH,0.004599
4668,7698-YFGEZ,0.240084
4669,9773-PEQBZ,0.617967
4670,0650-BWOZN,0.511542
4671,7785-RDVIG,0.172522
4672,9602-WCXPI,0.015796
4673,2903-YYTBW,0.231685
4674,3620-MWJNE,0.346654
4675,8573-JGCZW,0.052911
4676,6837-HAEVO,0.026202
4677,6701-YVNQG,0.013425
4678,4304-XUMGI,0.011374
4679,9504-YAZWB,0.004868
4680,8819-ZBYNA,0.170997
4681,6174-NRBTZ,0.040844
4682,9481-IEBZY,0.239692
4683,6137-NICCO,0.542062
4684,9065-ZCPQX,0.009080
4685,6402-EJMWF,0.545622
4686,3620-EHIMZ,0.003340
4688,6870-ECSHE,0.253992
4689,8747-UDCOI,0.004200
4690,4626-OZDTJ,0.110952
4691,9169-BSVIN,0.331735
4692,8194-PEEBY,0.017998
4693,6872-HXFNF,0.082636
4694,7714-YXSMB,0.563707
4695,8387-UGUSU,0.046906
4696,1080-BWSYE,0.004871
4697,1194-HVAIF,0.404819
4698,1767-TGTKO,0.248410
4699,8439-LTUGF,0.163143
4700,8805-JNRAZ,0.460855
4701,6418-HNFED,0.018371
4702,0206-OYVOC,0.004263
4703,7291-CDTMJ,0.289859
4704,7128-GGCNO,0.270980
4705,0237-YFUTL,0.289684
4706,7691-KGKGP,0.006599
4707,6710-HSJRD,0.483839
4708,3675-EQOZA,0.164299
4709,0840-DCNZE,0.069834
4710,1732-FEKLD,0.200084
4711,9862-KJTYK,0.139880
4712,0479-HMSWA,0.039023
4713,5854-KSRBJ,0.002953
4714,0365-BZUWY,0.627097
4715,5701-SVCWR,0.173693
4716,3129-AAQOU,0.008300
4717,4922-CVPDX,0.091290
4718,1357-BIJKI,0.275127
4719,1099-BTKWT,0.072964
4720,2018-PZKMU,0.494990
4721,7340-KEFQE,0.014644
4722,4570-QHXHL,0.370504
4723,7392-YYPYJ,0.590382
4724,2223-GDSHL,0.013120
4725,9470-RTWDV,0.028841
4726,2176-OSJUV,0.006540
4727,9348-YVOMK,0.497811
4728,8104-OSKWT,0.455139
4729,4521-YEEHE,0.579265
4730,4090-KPJIP,0.717768
4731,3786-WOVKF,0.183853
4732,2592-HODOV,0.037942
4733,7995-ZHHNZ,0.060211
4734,3824-RHKVR,0.070500
4735,5816-SCGFC,0.362810
4736,5989-AXPUC,0.156705
4737,4979-HPRFL,0.003399
4738,8590-OHDIW,0.014901
4739,8015-IHCGW,0.016463
4740,2332-TODQS,0.017430
4741,9278-VZKCD,0.493091
4742,8008-OTEZX,0.015385
4743,2773-OVBPK,0.193899
4744,5999-LCXAO,0.401914
4745,5206-XZZQI,0.295591
4746,4803-LBYPN,0.035013
4747,2139-FQHLM,0.385720
4748,8261-GWDBQ,0.198571
4749,1093-YSWCA,0.020882
4750,3882-IYOIJ,0.007946
4751,8749-TZYEC,0.003753
4752,1755-FZQEC,0.019929
4753,3115-JPJDD,0.088656
4754,5600-KTXFM,0.365092
4755,6339-TBELP,0.021082
4756,7964-YESJC,0.189868
4757,6173-GOLSU,0.422419
4758,9938-ZREHM,0.112518
4759,7950-XWOVN,0.315768
4760,4647-MUZON,0.526880
4761,9702-AIUJO,0.007700
4762,8849-PRIQJ,0.027355
4763,8851-RAGOV,0.206387
4764,5396-IZEPB,0.136512
4765,1729-VLAZJ,0.030034
4766,8285-ABVLB,0.003534
4767,0701-TJSEF,0.213110
4768,5712-VBOXD,0.191587
4769,6629-LADHQ,0.331847
4770,1559-DTODC,0.338046
4771,4797-MIWUM,0.120882
4772,8720-RQSBJ,0.539200
4773,4537-CIBHB,0.024855
4774,4324-AHJKS,0.213089
4775,4355-CVPVS,0.020806
4776,4495-LHSSK,0.125079
4777,5915-ANOEI,0.008445
4778,9861-PDSZP,0.054395
4779,7225-CBZPL,0.652229
4780,6704-UTUKK,0.390430
4781,2019-HDCZY,0.176901
4782,8788-DOXSU,0.096753
4783,7404-JLKQG,0.516799
4784,7421-ZLUPA,0.392603
4785,3274-NSDWE,0.003449
4786,2632-IVXVF,0.007139
4787,3692-JHONH,0.394395
4788,8915-NNTRC,0.008663
4789,5914-GXMDA,0.026669
4790,7463-IFMQU,0.003670
4791,2920-RNCEZ,0.400762
4792,2541-YGPKE,0.043646
4793,5382-TEMLV,0.101139
4794,3441-CGZJH,0.052279
4795,9592-ERDKV,0.090149
4796,4778-IZARL,0.156333
4797,0432-CAJZV,0.649857
4798,7008-LZVOZ,0.003205
4799,1200-TUZHR,0.695676
4800,9365-CSLBQ,0.002842
4801,5884-FBCTL,0.002945
4802,7130-CTCUS,0.223065
4803,6242-FEGFD,0.065141
4804,6194-HBGQN,0.058452
4805,7634-WSWDB,0.222682
4806,6986-IXNDM,0.556567
4807,2987-BJXIK,0.011416
4808,9769-TSBZE,0.003680
4809,1395-WSWXR,0.013432
4810,6023-GSSXW,0.034968
4811,6752-APNJL,0.107041
4812,0420-HLGXF,0.578139
4813,7446-KQISO,0.030365
4814,9823-EALYC,0.004873
4815,0582-AVCLN,0.007761
4816,5803-NQJZO,0.008937
4817,2607-DHDAK,0.002913
4818,1073-XXCZD,0.006193
4819,0743-HRVFF,0.020044
4820,4006-HKYHO,0.013627
4821,3727-JEZTU,0.242268
4822,8143-ETQTI,0.008583
4823,9667-TKTVZ,0.414446
4824,3657-COGMW,0.363866
4825,8570-KLJYJ,0.063634
4826,7754-IXRMC,0.481342
4827,9473-CBZOP,0.075783
4828,2969-WGHQO,0.042371
4829,4334-HOWRP,0.013980
4830,5863-OOKCL,0.144208
4831,1686-STUHN,0.019101
4832,1329-VHWNP,0.361587
4833,0266-GMEAO,0.009182
4834,5574-NXZIU,0.141383
4835,0019-GFNTW,0.008579
4836,4256-ZWTZI,0.198365
4837,8309-PPCED,0.078429
4838,4098-NAUKP,0.302944
4839,5196-WPYOW,0.040419
4840,4608-LCIMN,0.195064
4841,1485-YDHMM,0.305608
4842,4054-CUMIA,0.053828
4843,0603-TPMIB,0.003275
4844,2525-GVKQU,0.004090
4845,8161-QYMTT,0.739582
4846,9581-GVBXT,0.042135
4847,5862-BRIXZ,0.040566
4848,5404-GGUKR,0.532453
4849,3308-JSGML,0.035184
4850,2126-GSEGL,0.045241
4851,0440-QEXBZ,0.205055
4852,2434-EEVDB,0.085933
4853,6762-QVYJO,0.015803
4854,6199-IWKGC,0.254575
4855,2675-DHUTR,0.515699
4856,8152-VETUR,0.047994
4857,7446-YPODE,0.191071
4858,9522-BNTHX,0.354294
4859,4676-WLUHT,0.012698
4860,7980-MHFLQ,0.002928
4861,0757-WCUUZ,0.004062
4862,1629-DQQVB,0.155153
4863,0374-AACSZ,0.365746
4864,4872-VXRIL,0.053132
4865,9140-CZQZZ,0.013934
4866,3423-HHXAO,0.027668
4867,9938-TKDGL,0.010984
4868,0531-ZZJWQ,0.450948
4869,6537-QLGEX,0.326570
4870,2688-BHGOG,0.718434
4871,3160-TYXLT,0.111096
4872,1325-USMEC,0.031704
4873,0916-QOFDP,0.514476
4874,5606-AMZBO,0.436629
4875,6199-IPCAO,0.005902
4876,5640-CAXOA,0.138900
4877,2235-EZAIK,0.006862
4878,3847-BAERP,0.132862
4879,1453-RZFON,0.234905
4880,8263-OKETD,0.178300
4881,0670-KDOMA,0.287528
4882,2476-YGEFM,0.461837
4883,8687-BAFGU,0.614466
4884,0641-EVBOJ,0.333337
4885,0829-XXPLX,0.466845
4886,9974-JFBHQ,0.024180
4887,6624-JDRDS,0.244279
4888,0608-JDVEC,0.007054
4889,9780-FKVVF,0.258128
4890,1919-RTPQD,0.211706
4891,5214-NLTIT,0.011587
4892,3345-PBBFH,0.360741
4893,5055-BRMNE,0.006348
4894,2190-PHBHR,0.031251
4895,2650-GYRYL,0.017844
4896,5208-FVQKB,0.006623
4897,7184-LRUUR,0.266728
4898,6627-CFOSN,0.279511
4899,3982-JGSFD,0.024258
4900,1574-DYCWE,0.003387
4901,7247-XOZPB,0.058809
4902,2466-FCCPT,0.019589
4903,6211-WWLTF,0.076316
4904,4826-TZEVA,0.296862
4905,6016-NXBNJ,0.027119
4906,9138-EFSMO,0.042704
4907,4632-XJMEX,0.040756
4908,8910-LEDAG,0.366396
4909,3452-GWUIN,0.649639
4910,2716-GFZOR,0.273721
4911,3724-UCSHY,0.104548
4912,8626-XHBIE,0.003567
4913,3192-LNKRK,0.090322
4914,4439-YRNVD,0.372650
4915,2208-UGTGR,0.320075
4916,3005-TYFRD,0.455953
4917,8670-MEFCP,0.012025
4918,3079-BCHLN,0.018945
4919,7777-UNYHB,0.104509
4920,7278-CKDNC,0.557906
4921,8450-UYIBU,0.327327
4922,2969-VAPYH,0.042453
4923,7181-OQCUT,0.449539
4924,8474-UMLNT,0.144297
4925,3836-FZSDJ,0.004549
4926,9142-XMYJH,0.051361
4927,0187-QSXOE,0.761680
4928,7733-UDMTP,0.248091
4929,2649-HWLYB,0.021046
4930,5214-CHIWJ,0.027051
4931,6904-JLBGY,0.055587
4932,2465-BLLEU,0.284750
4933,1685-VAYJF,0.252630
4934,8874-EJNSR,0.004512
4935,6917-YACBP,0.300394
4936,5049-MUBWG,0.076024
4937,4223-WOZCM,0.501832
4938,0769-MURVM,0.004388
4939,9253-VIFJQ,0.047909
4940,7030-FZTFM,0.008054
4941,9741-YLNTD,0.670278
4942,5917-RYRMG,0.023715
4943,5120-ZBLAI,0.120603
4944,1194-BHJYC,0.031133
4945,0906-QVPMS,0.046415
4946,1905-OEILC,0.242306
4947,7858-GTZSP,0.709474
4948,6248-BSHKG,0.013027
4949,4685-TFLLS,0.020176
4950,3470-BTGQO,0.160112
4951,1209-VFFOC,0.005167
4952,8224-DWCKX,0.652084
4953,4553-DVPZG,0.494816
4954,6917-IAYHD,0.150699
4955,8620-RJPZN,0.266678
4956,7572-KPVKK,0.021180
4957,2642-MAWLJ,0.004502
4958,7103-ZGVNT,0.040830
4959,2027-WKXMW,0.461968
4960,7137-NAXML,0.030772
4961,2428-ZMCTB,0.133767
4962,2961-VNFKL,0.004601
4963,1768-HNVGJ,0.185288
4964,6963-KQYQB,0.002962
4965,5934-RMPOV,0.407419
4966,1207-BLKSA,0.003557
4967,8316-BBQAY,0.018893
4968,1166-PQLGG,0.002849
4969,3146-JTQHR,0.058835
4970,4291-YZODP,0.023087
4971,4395-PZMSN,0.719060
4972,6427-FEFIG,0.023818
4973,0017-IUDMW,0.010705
4974,8706-HRADD,0.235367
4975,9955-QOPOY,0.093171
4976,4385-ZKVNW,0.148862
4977,5446-DKWYW,0.014531
4978,9031-ZVQPT,0.087378
4979,2990-IAJSV,0.009872
4980,8107-KNCIM,0.721363
4981,9027-YFHQJ,0.212161
4982,5176-LDKUH,0.161633
4983,4644-OBGFZ,0.013282
4984,7926-IJOOU,0.226514
4985,6480-YAGIY,0.221698
4986,4029-HPFVY,0.667145
4987,7602-DBTOU,0.003682
4988,5345-BMKWB,0.167400
4989,5457-COLHT,0.004180
4990,5451-YHYPW,0.066152
4991,7998-WNZEM,0.007851
4992,4664-NJCMS,0.050044
4993,0307-BCOPK,0.038967
4994,7629-WFGLW,0.105929
4995,2542-HYGIQ,0.228462
4996,5016-LIPDW,0.013179
4997,6481-LXPWL,0.006208
4998,6124-ACRHJ,0.242296
4999,9362-MWODR,0.108722
5000,9975-GPKZU,0.003426
5001,9625-RZFUK,0.002988
5002,5153-LXKDT,0.020099
5003,5161-UBZXI,0.007026
5004,1020-JPQOW,0.277734
5005,7919-ZODZZ,0.176332
5006,0565-JUPYD,0.202992
5007,6867-ACCZI,0.018364
5008,5939-XAIXZ,0.310897
5009,9054-FOWNV,0.425112
5010,8207-VVMYB,0.005458
5011,9732-EQMWY,0.405443
5012,5269-NRGDP,0.012648
5013,6195-MELTI,0.083253
5014,2121-JAFOM,0.055248
5015,8818-DOPVL,0.543327
5016,1227-UDMZR,0.018007
5017,5198-HQAEN,0.042066
5018,2167-FQSTQ,0.022671
5019,2819-GWENI,0.016779
5020,3572-UUHRS,0.018004
5021,2692-PFYTJ,0.306819
5022,5955-EPOAZ,0.197613
5023,6821-JPCDC,0.267841
5024,8815-LMFLX,0.049760
5025,9135-HSWOC,0.003231
5026,8582-KRHPJ,0.138702
5027,5811-IWXYM,0.034871
5028,7044-YAACC,0.739051
5029,8189-XRIKE,0.458807
5030,1506-YJTYT,0.005277
5031,4123-DVHPH,0.515754
5032,2228-BZDEE,0.004754
5033,2789-CZANW,0.008293
5034,7596-LDUXP,0.191019
5035,3740-RLMVT,0.050350
5036,2192-OZITF,0.025408
5037,5651-CPDND,0.275582
5038,2186-QZEYA,0.168129
5039,1131-ALZWV,0.034862
5040,7729-XBTWX,0.003141
5041,9134-WYRVP,0.083482
5042,3284-SVCRO,0.008438
5043,9732-OUYRN,0.017101
5044,0559-CKHUS,0.019684
5045,2931-SVLTV,0.178089
5046,7504-UWHNB,0.400126
5047,2582-FFFZR,0.407066
5048,8908-NMQTX,0.011540
5049,1431-AIDJQ,0.006614
5050,6288-LBEAR,0.392666
5051,8413-YNHNV,0.010124
5052,5808-TOTXO,0.030502
5053,4369-NYSCF,0.097443
5054,6333-YDVLT,0.233290
5055,5324-KTGCG,0.014635
5056,5599-HVLTW,0.677404
5057,7394-LWLYN,0.703383
5058,6873-UDNLD,0.160350
5059,2700-LUEVA,0.226459
5060,0958-YHXGP,0.652172
5061,1101-SSWAG,0.390486
5062,5743-KHMNA,0.003801
5063,4194-FJARJ,0.014429
5064,5325-UWTWJ,0.270541
5065,3969-GYXEL,0.374260
5066,9208-OLGAQ,0.553458
5067,3244-CQPHU,0.055032
5068,2674-MLXMN,0.388659
5069,9708-HPXWZ,0.401273
5070,6992-TKNYO,0.108516
5071,4468-YDOVK,0.198752
5072,5792-JALQC,0.024117
5073,2200-DSAAL,0.049601
5074,4302-ZYFEL,0.012940
5075,9351-LZYGF,0.146636
5076,4366-CTOUZ,0.162160
5077,1518-OMDIK,0.227686
5078,6671-NGWON,0.155499
5079,0595-ITUDF,0.198241
5080,1955-IBMMB,0.005322
5081,0096-BXERS,0.383174
5082,3806-YAZOV,0.233489
5083,7998-ZLXWN,0.087214
5084,6253-WRFHY,0.194425
5085,9133-AYJZG,0.526451
5086,2675-OTVVJ,0.465343
5087,8680-CGLTP,0.077540
5088,8430-TWCBX,0.017275
5089,5018-GWURO,0.436980
5090,6741-QRLUP,0.011569
5091,4737-HOBAX,0.037975
5092,0537-QYZZN,0.289186
5093,3340-QBBFM,0.100765
5094,8200-KLNYW,0.096661
5095,3372-CDXFJ,0.024970
5096,4781-ZXYGU,0.198156
5097,7632-YUTXB,0.017637
5098,2718-YSKCS,0.003019
5099,9896-UYMIE,0.238872
5100,0853-NWIFK,0.156270
5101,8212-CRQXP,0.470715
5102,6980-CDGFC,0.015984
5103,7691-XVTZH,0.159516
5105,2277-VWCNI,0.512975
5106,1088-CNNKB,0.050352
5107,1930-BZLHI,0.043839
5108,5868-YTYKS,0.183945
5109,3525-DVKFN,0.018861
5110,1482-OXZSY,0.474213
5111,0377-JBKKT,0.123631
5112,5778-BVOFB,0.373536
5113,3373-YZZYM,0.175323
5114,0228-MAUWC,0.310619
5115,7663-YJHSN,0.122299
5116,4915-BFSXL,0.013890
5117,3086-RUCRN,0.125237
5118,5215-LNLDJ,0.251555
5119,7576-JMYWV,0.208979
5120,0257-KXZGU,0.028780
5121,1307-ATKGB,0.494065
5122,3714-XPXBW,0.158201
5123,1850-AKQEP,0.096248
5124,2824-DXNKN,0.015293
5125,5227-JSCFE,0.006467
5126,0848-ZGQIJ,0.538882
5127,3621-CHYVB,0.109237
5128,8042-RNLKO,0.041637
5129,5372-FBKBN,0.039169
5130,0420-TXVSG,0.011301
5131,6217-TOWGS,0.389430
5132,1045-LTCYT,0.098089
5133,1544-JJMYL,0.063207
5134,4636-JGAAI,0.364990
5135,6874-SGLHU,0.271218
5136,5951-AOFIH,0.225194
5137,3059-NGMXB,0.141676
5138,8652-YHIYU,0.045716
5139,5278-PNYOX,0.141827
5140,3486-HOOGQ,0.004237
5141,5061-PBXFW,0.068913
5142,8630-FJLIB,0.495302
5143,3891-NLXJB,0.021514
5144,4749-OJKQU,0.714621
5145,0577-WHMEV,0.396345
5146,5453-AXEPF,0.556362
5147,3639-XJHKQ,0.141156
5148,3716-LRGXK,0.158384
5149,2263-SFSQZ,0.004196
5150,9950-MTGYX,0.006236
5151,3397-AVTKU,0.058173
5152,4825-FUREZ,0.009451
5153,2672-OJQZP,0.481379
